Product,Number of results in Yarrowia Database,groups,Number of results,%,product,species,titer,titer log(10),titer ln,titer log2
,,,,0.373,Erythritol,yarrowia,25.2,1.401400541,3.226843995,4.65535182861255
,,,,0.253,Erythritol,yarrowia,6.9,0.838849091,1.931521412,2.78659636189081
,,,,0.235,Erythritol,yarrowia,22.5,1.352182518,3.113515309,4.49185309632967
,,,,0.173,Erythritol,yarrowia,20.9,1.320146286,3.039749159,4.38543103719352
,,,,0.183,Erythritol,yarrowia,41.3,1.615950052,3.7208625,5.36806987653208
,,,,0.185,Erythritol,yarrowia,47.1,1.673020907,3.852273001,5.55765515472542
,,,,0.237,Erythritol,yarrowia,50.4,1.702430536,3.919991175,5.65535182861256
,,,,0.266,Erythritol,yarrowia,110.7,2.044147621,4.70682384,6.79051141189419
,,,,0.277,Erythritol,yarrowia,109.2,2.038222638,4.693181063,6.77082904603249
,,,,0.258,Erythritol,yarrowia,98.4,1.992995098,4.589040804,6.62058641045188
,,,,0.258,Erythritol,yarrowia,72.5,1.860338007,4.283586562,6.17990909001493
,,,,0.293,Erythritol,yarrowia,64.16,1.807264355,4.161379964,6.0036022366802
,,,,0.281,Erythritol,yarrowia,81.21,1.90960951,4.397038392,6.3435854831614
,,,,0.313,Erythritol,yarrowia,56.12,1.749117662,4.027492255,5.81044310384518
,,,,0.335,Erythritol,yarrowia,83.81,1.923295841,4.428552332,6.38905048785353
,,,,0.383,Erythritol,yarrowia,15.46,1.18920949,2.738256043,3.95046841415012
,,,,0.157,Erythritol,yarrowia,62.32,1.794627445,4.132282402,5.96162332828694
,,,,0.166,Erythritol,yarrowia,65.83,1.818423855,4.187075661,6.04067329264376
,,,,0.263,Erythritol,yarrowia,82.16,1.914660431,4.408668566,6.36036427654347
,,,,0.177,Erythritol,yarrowia,48.28,1.683767261,3.877017396,5.5933537709803
,,,,0.146,Erythritol,yarrowia,93.48,1.970718704,4.53774751,6.5465858290081
,,,,0.161,Erythritol,yarrowia,92.58,1.966517176,4.528073136,6.53262865751717
,,,,0.227,Erythritol,yarrowia,92.58,1.966517176,4.528073136,6.53262865751717
,,,,0.307,Erythritol,yarrowia,46.9,1.671172843,3.848017675,5.55151601762801
,,,,0.299,Erythritol,yarrowia,39.3,1.59439255,3.671224519,5.29645740737124
,,,,0.293,Erythritol,yarrowia,132,2.120573931,4.882801923,7.04439411935845
,,,,0.245,erythritol,yarrowia,36.6,1.563481085,3.60004824,5.19377174339668
,,,,0.317,erythritol,yarrowia,9.8,0.991226076,2.282382386,3.29278174922785
,,,,0.301,erythritol,yarrowia,9.4,0.973127854,2.240709689,3.23266075679028
,,,,0.306,erythritol,yarrowia,32,1.505149978,3.465735903,5
,,,,0.311,Erythritol,yarrowia,5.88,0.769377326,1.771556762,2.55581615506164
,,,,0.313,Erythritol,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,0.307,Erythritol,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,0.268,Erythritol,yarrowia,5.05,0.703291378,1.619388243,2.33628338786443
,,,,0.302,Erythritol,yarrowia,4.47,0.650307523,1.497388409,2.16027483140859
,,,,0.359,Erythritol,yarrowia,4.3,0.633468456,1.458615023,2.10433665981474
,,,,0.337,Erythritol,yarrowia,6.32,0.800717078,1.843719208,2.65992455840238
,,,,0.337,Erythritol,yarrowia,4.95,0.694605199,1.599387577,2.30742852519225
,,,,0.05,Erythritol,yarrowia,5.26,0.720985744,1.660131027,2.39506279951758
,,,,3.2,Erythritol,yarrowia,152,2.181843588,5.023880521,7.24792751344359
,,,,0.52,Erythritol,yarrowia,168,2.225309282,5.123963979,7.39231742277876
,,,,4.83,Erythritol,yarrowia,135,2.130333768,4.905274778,7.07681559705083
,,,,6.6,Erythritol,yarrowia,126,2.100370545,4.836281907,6.97727992349992
,,,,62.1,Erythritol,yarrowia,96,1.982271233,4.564348191,6.58496250072116
,,,,12,Erythritol,yarrowia,154,2.187520721,5.036952602,7.2667865406949
,,,,30.3,Erythritol,yarrowia,174,2.240549248,5.159055299,7.44294349584873
,,,,0.0023,Erythritol,yarrowia,177,2.247973266,5.176149733,7.467605550083
,,,,0.0023,Erythritol,yarrowia,182,2.260071388,5.204006687,7.5077946401987
,,,,18.2,Erythritol,yarrowia,178,2.250420002,5.18178355,7.4757334309664
,,,,13.7,Erythritol,yarrowia,190,2.278753601,5.247024072,7.56985560833095
,,,,0.375,Erythritol,yarrowia,65,1.812913357,4.17438727,6.02236781302846
,,,,0.375,Erythritol,yarrowia,66,1.819543936,4.189654742,6.04439411935845
,,,,0.0021,Erythritol,yarrowia,72.1,1.857935265,4.278054044,6.17192735435346
,,,,0.09,Erythritol,yarrowia,69,1.838849091,4.234106505,6.10852445677817
,,,,0.0015,Erythritol,yarrowia,63,1.799340549,4.143134726,5.97727992349992
,,,,0.0021,Erythritol,yarrowia,72,1.857332496,4.276666119,6.16992500144231
,,,,455.5,Erythritol,yarrowia,73,1.86332286,4.290459441,6.18982455888002
,,,,4.5,Erythritol,yarrowia,77.2,1.8876173,4.346399457,6.27052894238072
,,,,1.24,Erythritol,yarrowia,75,1.875061263,4.317488114,6.22881869049588
,,,,32200,Erythritol,yarrowia,71.6,1.854913022,4.271095074,6.16188768237689
,,,,42.27,Erythritol,yarrowia,114.3,2.05804623,4.738826571,6.83668159332712
,,,,28.7,Erythritol,yarrowia,138.7,2.142076461,4.932313327,7.11582397743624
,,,,40.3,Erythritol,yarrowia,149.5,2.174641193,5.007296393,7.22400167419811
,,,,104.3,Erythritol,yarrowia,158.3,2.199480915,5.064491967,7.30651744524982
,,,,70.8,Erythritol,yarrowia,110,2.041392685,4.700480366,6.78135971352466
,,,,95.1,Erythritol,yarrowia,118,2.071882007,4.770684624,6.88264304936184
,,,,80.8,Erythritol,yarrowia,137,2.136720567,4.919980926,7.09803208296053
,,,,107.3,Erythritol,yarrowia,144.4,2.159567193,4.972587226,7.17392693199981
,,,,107.3,Erythritol,yarrowia,169.3,2.228656958,5.131672289,7.40343816300828
,,,,97,Erythritol,yarrowia,53.5,1.728353782,3.979681654,5.74146698640115
,,,,115.5,Erythritol,yarrowia,64.2,1.807535028,4.162003211,6.00450139223494
,,,,0.95,Erythritol,yarrowia,65.8,1.818225894,4.186619838,6.04001567884788
,,,,0.95,Erythritol,yarrowia,30.2,1.480006943,3.407841924,4.91647664443772
,,,,46.87,Erythritol,yarrowia,45.6,1.658964843,3.819907717,5.51096191927738
,,,,84.3,Erythritol,yarrowia,68.4,1.835056102,4.225372825,6.09592441999854
,,,,6.87,Erythritol,yarrowia,39,1.591064607,3.663561646,5.28540221886225
,,,,7.89,Erythritol,yarrowia,45,1.653212514,3.80666249,5.49185309632968
,,,,10.58,Erythritol,yarrowia,58.5,1.767155866,4.069026754,5.87036471958341
,,,,17.17,Erythritol,yarrowia,64.9,1.812244697,4.172847624,6.02014657311178
,,,,20.8,Erythritol,yarrowia,64,1.806179974,4.158883083,6
,,,,24.86,Erythritol,yarrowia,60,1.77815125,4.094344562,5.90689059560852
,,,,12.54,Erythritol,yarrowia,57,1.755874856,4.043051268,5.83289001416474
,,,,16.24,Erythritol,yarrowia,64.9,1.812244697,4.172847624,6.02014657311178
,,,,22.58,Erythritol,yarrowia,68.4,1.835056102,4.225372825,6.09592441999854
,,,,12.38,Erythritol,yarrowia,68,1.832508913,4.219507705,6.08746284125034
,,,,19.11,Erythritol,yarrowia,67.5,1.829303773,4.212127598,6.07681559705083
,,,,22.57,Erythritol,yarrowia,65,1.812913357,4.17438727,6.02236781302846
,,,,8.48,Erythritol,yarrowia,60,1.77815125,4.094344562,5.90689059560852
,,,,2.175,Erythritol,yarrowia,60,1.77815125,4.094344562,5.90689059560852
,,,,36.4,Erythritol,yarrowia,58.5,1.767155866,4.069026754,5.87036471958341
,,,,37.8,Erythritol,yarrowia,65.1,1.813580989,4.175924549,6.02458563827827
,,,,117,Erythritol,yarrowia,69.9,1.844477176,4.247065649,6.12722055048807
,,,,9.4,Erythritol,yarrowia,68.4,1.835056102,4.225372825,6.09592441999854
,,,,3.4,Erythritol,yarrowia,67.3,1.828015064,4.209160237,6.07253459972295
,,,,30,Erythritol,yarrowia,69.9,1.844477176,4.247065649,6.12722055048807
,,,,57.1,Erythritol,yarrowia,68.2,1.833784375,4.222444565,6.09169983413681
,,,,125,Erythritol,yarrowia,67,1.826074803,4.204692619,6.06608919045777
,,,,11.1,Erythritol,yarrowia,67,1.826074803,4.204692619,6.06608919045777
,,,,0.004,Erythritol,yarrowia,68.4,1.835056102,4.225372825,6.09592441999854
,,,,0.025,Erythritol,yarrowia,69.9,1.844477176,4.247065649,6.12722055048807
,,,,2.6,Erythritol,yarrowia,69,1.838849091,4.234106505,6.10852445677817
,,,,2.3,Erythritol,yarrowia,68.1,1.833147112,4.220977213,6.08958289312471
,,,,1.2,Erythritol,yarrowia,72.5,1.860338007,4.283586562,6.17990909001493
,,,,6,Erythritol,yarrowia,67.2,1.827369273,4.207673248,6.0703893278914
,,,,2.2,Erythritol,yarrowia,19.75,1.2955671,2.983153491,4.3037807481771
,,,,6,Erythritol,yarrowia,28.36,1.452706227,3.344979702,4.82578562746479
,,,,11.1,Erythritol,yarrowia,27.3,1.436162647,3.306886702,4.77082904603249
,,,,2.12,Erythritol,yarrowia,25.38,1.404491618,3.233961462,4.66562016406638
,,,,3.659,Erythritol,yarrowia,29.55,1.470557485,3.386083744,4.88508622529017
,,,,3.064,Erythritol,yarrowia,38.64,1.587037118,3.654288009,5.27202318906105
,,,,24.592,Erythritol,yarrowia,40.1,1.603144373,3.691376334,5.32553033156756
,,,,5.513,Erythritol,yarrowia,42.56,1.629001619,3.750914845,5.41142624572647
,,,,4.508,Erythritol,yarrowia,19.5,1.290034611,2.970414466,4.28540221886225
,,,,33.48,Erythritol,yarrowia,20.2,1.305351369,3.005682604,4.33628338786443
,,,,29.39,Erythritol,yarrowia,21.7,1.336459734,3.077312261,4.43962313755712
,,,,0.14,Erythritol,yarrowia,65,1.812913357,4.17438727,6.02236781302846
,,,,26.63,Erythritol,yarrowia,67,1.826074803,4.204692619,6.06608919045777
,,,,48,Erythritol,yarrowia,67,1.826074803,4.204692619,6.06608919045777
,,,,42.4,Erythritol,yarrowia,69.7,1.843232778,4.244200318,6.12308675098106
,,,,52.6,Erythritol,yarrowia,117,2.068185862,4.762173935,6.87036471958341
,,,,56.5,Erythritol,yarrowia,126,2.100370545,4.836281907,6.97727992349992
,,,,5.85,Erythritol,yarrowia,120,2.079181246,4.787491743,6.90689059560852
,,,,5.62,Erythritol,yarrowia,142.6,2.154119526,4.960043508,7.15583017155653
,,,,2.8,Erythritol,yarrowia,72.2,1.858537198,4.279440046,6.17392693199981
,,,,4.25,Erythritol,yarrowia,95,1.977723605,4.553876892,6.56985560833095
,,,,4.32,Erythritol,yarrowia,79.1,1.898176483,4.370712875,6.30560578958543
,,,,3.7,Erythritol,yarrowia,120.9,2.082426301,4.794963758,6.91767043436176
,,,,5.2,Erythritol,yarrowia,96.3,1.983626287,4.567468319,6.5894638929561
,,,,10.38,Erythritol,yarrowia,85,1.929418926,4.442651256,6.4093909361377
,,,,42.2,Erythritol,yarrowia,5.2,0.716003344,1.648658626,2.37851162325373
,,,,39.4,Erythritol,yarrowia,17.7,1.247973266,2.87356464,4.14567745519564
,,,,25.5,Erythritol,yarrowia,17.9,1.252853031,2.884800713,4.16188768237689
,,,,3,Erythritol,yarrowia,7.6,0.880813592,2.028148247,2.92599941855622
,,,,5.06,Erythritol,yarrowia,23,1.361727836,3.135494216,4.52356195605701
,,,,7.4,Erythritol,yarrowia,75.9,1.880241776,4.329416684,6.2460279805281
,,,,9.2,Erythritol,yarrowia,86,1.934498451,4.454347296,6.4262647547021
,,,,11.3,Erythritol,yarrowia,82.9,1.918554531,4.417635062,6.37330019660839
,,,,1,Erythritol,yarrowia,9.4,0.973127854,2.240709689,3.23266075679028
,,,,1,Erythritol,yarrowia,6.82,0.833784375,1.919859472,2.76977173924945
,,,,128.51,Erythritol,yarrowia,5.6,0.748188027,1.722766598,2.48542682717024
,,,,109.06,Erythritol,yarrowia,17.9,1.252853031,2.884800713,4.16188768237689
,,,,97.94,a-Santalene,yarrowia,0.02792,-1.554084586,-3.578412001,-5.16255724822716
,,,,19,a-Santalene,yarrowia,0.0175,-1.756961951,-4.045554398,-5.83650126771712
,,,,23.5,a-Santalene,yarrowia,0.016,-1.795880017,-4.135166557,-5.96578428466209
,,,,2,a-Santalene,yarrowia,0.016,-1.795880017,-4.135166557,-5.96578428466209
,,,,1.77,a-Santalene,yarrowia,0.015,-1.823908741,-4.199705078,-6.05889368905357
,,,,10.6,a-Santalene,yarrowia,0.01319,-1.879755204,-4.328296312,-6.24441162518527
,,,,1.24,a-Santalene,yarrowia,0.0092,-2.036212173,-4.688551795,-6.76415042349244
,,,,0.89,a-Santalene,yarrowia,0.0078,-2.107905397,-4.853631545,-7.0023101606872
,,,,84.7,a-Santalene,yarrowia,0.00760854,-2.118698672,-4.878483978,-7.03816464260721
,,,,40.3,a-Santalene,yarrowia,0.00670029,-2.1739064,-5.00560447,-7.22156074543383
,,,,44.5,a-Santalene,yarrowia,0.0062,-2.207608311,-5.083205987,-7.33351606916257
,,,,9.026,a-Santalene,yarrowia,0.00593217,-2.226786412,-5.127365197,-7.39722434252654
,,,,0.205,a-Santalene,yarrowia,0.00519,-2.284832642,-5.261021582,-7.59004974607893
,,,,0.291,a-Santalene,yarrowia,0.0049,-2.30980392,-5.318520074,-7.67300253543424
,,,,0.355,a-Santalene,yarrowia,0.00405,-2.392544977,-5.509038398,-7.94786237666483
,,,,2.075,a-Santalene,yarrowia,0.0039,-2.408935393,-5.546778726,-8.0023101606872
,,,,1.885,a-Santalene,yarrowia,0.0035,-2.455931956,-5.65499231,-8.15842936260448
,,,,0.37,a-Santalene,yarrowia,0.0023,-2.638272164,-6.074846156,-8.76415042349244
,,,,2.43,Amorphadiene,yarrowia,0.0238,-1.623423043,-3.738069698,-5.39289461624151
,,,,1.909,Amorphadiene,yarrowia,0.04542,-1.34275287,-3.091802742,-4.46052848372992
,,,,4.891,Amorphadiene,yarrowia,0.042,-1.37675071,-3.170085661,-4.57346686188333
,,,,5.002,Amorphadiene,yarrowia,0.04,-1.397940009,-3.218875825,-4.64385618977473
,,,,4.521,Amorphadiene,yarrowia,0.03667,-1.43568909,-3.305796297,-4.76925592372515
,,,,5.562,Amorphadiene,yarrowia,0.037,-1.431798276,-3.296837366,-4.75633091903314
,,,,5.239,Amorphadiene,yarrowia,0.04,-1.397940009,-3.218875825,-4.64385618977473
,,,,4.552,Amorphadiene,yarrowia,0.027,-1.568636236,-3.611918413,-5.21089678249862
,,,,0.752,Amorphadiene,yarrowia,0.033,-1.48148606,-3.411247718,-4.92139016530363
,,,,1.356,Amorphadiene,yarrowia,0.068,-1.167491087,-2.688247574,-3.87832144341175
,,,,2.31,Amorphadiene,yarrowia,0.062,-1.207608311,-2.780620894,-4.01158797427521
,,,,2.512,Amorphadiene,yarrowia,0.072,-1.142667504,-2.63108916,-3.79585928321978
,,,,0.561,Amorphadiene,yarrowia,0.075,-1.124938737,-2.590267165,-3.73696559416621
,,,,1,Amorphadiene,yarrowia,0.02139,-1.669789215,-3.844831756,-5.54691970727177
,,,,1.12,Amorphadiene,yarrowia,0.038,-1.420216403,-3.270169119,-4.7178567712185
,,,,1.186,Amorphadiene,yarrowia,0.035,-1.455931956,-3.352407217,-4.83650126771712
,,,,3.045,Amorphadiene,yarrowia,0.152185,-0.817628151,-1.882658393,-2.71610192718956
,,,,3.114,Amorphadiene,yarrowia,0.0325,-1.488116639,-3.42651519,-4.94341647163363
,,,,129,Eriodictyol,yarrowia,0.0172,-1.764471553,-4.062845895,-5.86144762484735
,,,,4.7,Eriodictyol,yarrowia,0.0289,-1.539102157,-3.543913684,-5.11278669704877
,,,,0.72,Eriodictyol,yarrowia,0.0401,-1.396855627,-3.216378945,-4.64025395309453
,,,,0.3,Eriodictyol,yarrowia,0.0569,-1.244887734,-2.866459938,-4.13542753724287
,,,,0.1412,Eriodictyol,yarrowia,0.0542,-1.266000713,-2.915074371,-4.20556333819558
,,,,113,Eriodictyol,yarrowia,0.0955,-1.019996628,-2.348629031,-3.38835545662634
,,,,9,Canthaxanthin,yarrowia,0.0075,-2.124938737,-4.892852258,-7.05889368905357
,,,,1.23,Canthaxanthin,yarrowia,0.006,-2.22184875,-5.11599581,-7.38082178394093
,,,,1.23,Canthaxanthin,yarrowia,0.003,-2.522878745,-5.80914299,-8.38082178394093
,,,,0.1447,Canthaxanthin,yarrowia,0.005,-2.301029996,-5.298317367,-7.64385618977473
,,,,128,Canthaxanthin,yarrowia,0.004,-2.397940009,-5.521460918,-7.96578428466209
,,,,4.7,Canthaxanthin,yarrowia,0.0025,-2.602059991,-5.991464547,-8.64385618977473
,,,,0.68,Canthaxanthin,yarrowia,0.003,-2.522878745,-5.80914299,-8.38082178394093
,,,,0.68,Canthaxanthin,yarrowia,0.007,-2.15490196,-4.96184513,-7.15842936260448
,,,,0.1963,Canthaxanthin,yarrowia,0.005,-2.301029996,-5.298317367,-7.64385618977473
,,,,12.88,Canthaxanthin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,12.48,Canthaxanthin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,11.47,Canthaxanthin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,50.34,Canthaxanthin,yarrowia,0.01383,-1.85917782,-4.280915133,-6.17605503328632
,,,,56.18,Canthaxanthin,yarrowia,0.03085,-1.510744832,-3.478618529,-5.01858570040003
,,,,57.12,Canthaxanthin,yarrowia,0.00467,-2.330683119,-5.366596207,-7.74236173472715
,,,,58.94,Canthaxanthin,yarrowia,0.00221,-2.655607726,-6.114762763,-8.82173791504538
,,,,60.36,Canthaxanthin,yarrowia,0.0017,-2.769551079,-6.377127028,-9.20024953829911
,,,,0.81,Canthaxanthin,yarrowia,0.00928,-2.032452024,-4.679893732,-6.75165947930924
,,,,0.69,Canthaxanthin,yarrowia,0.0136,-1.866461092,-4.297685486,-6.20024953829911
,,,,0.22,Canthaxanthin,yarrowia,0.01595,-1.797239313,-4.13829645,-5.97029976578458
,,,,0.24,Canthaxanthin,yarrowia,0.01561,-1.806597097,-4.159843544,-6.0013856524589
,,,,0.35,Canthaxanthin,yarrowia,0.0187,-1.728158393,-3.979231755,-5.74081791966181
,,,,2.04,Canthaxanthin,yarrowia,0.01567,-1.804931004,-4.156007223,-5.99585100996423
,,,,2.86,Canthaxanthin,yarrowia,0.01855,-1.731656086,-3.98728549,-5.75243700292865
,,,,6.48,Canthaxanthin,yarrowia,0.00648,-2.188424994,-5.039034769,-7.26979047155219
,,,,8.81,Canthaxanthin,yarrowia,0.00912,-2.040005162,-4.697285475,-6.77675046027207
,,,,6.12,Canthaxanthin,yarrowia,0.00343,-2.46470588,-5.675195018,-8.187575708264
,,,,6.14,Canthaxanthin,yarrowia,0.00219,-2.659555885,-6.123853735,-8.83485341483564
,,,,15,Canthaxanthin,yarrowia,0.00181,-2.742321425,-6.314428434,-9.10979458735361
,,,,15,Canthaxanthin,yarrowia,0.00811,-2.090979146,-4.814657411,-6.94608237021954
,,,,3,Canthaxanthin,yarrowia,0.02094,-1.679023323,-3.866094074,-5.577594747506
,,,,4.23,Canthaxanthin,yarrowia,0.01491,-1.826522357,-4.20572315,-6.06757593215337
,,,,9.87,Canthaxanthin,yarrowia,0.02521,-1.598427154,-3.680514538,-5.30986007157827
,,,,10.4,Canthaxanthin,yarrowia,0.0335,-1.474955193,-3.39620984,-4.89969509420431
,,,,14.1,Canthaxanthin,yarrowia,0.02381,-1.623240605,-3.737649618,-5.39228856916648
,,,,15.2,Canthaxanthin,yarrowia,0.02,-1.698970004,-3.912023005,-5.64385618977473
,,,,13.9,Canthaxanthin,yarrowia,0.03334,-1.477034405,-3.400997402,-4.9066020854504
,,,,12.8,Canthaxanthin,yarrowia,0.08862,-1.052468254,-2.423397713,-3.49622386295087
,,,,10,Canthaxanthin,yarrowia,0.03201,-1.494714326,-3.441706925,-4.96533351289123
,,,,9.9,Canthaxanthin,yarrowia,0.01198,-1.921543182,-4.424516686,-6.38322828164803
,,,,11.7,Canthaxanthin,yarrowia,0.02053,-1.687611051,-3.885868048,-5.60612256232821
,,,,14.1,Canthaxanthin,yarrowia,0.0189,-1.723538196,-3.968593357,-5.72546995532838
,,,,30.1,Canthaxanthin,yarrowia,0.01589,-1.798876103,-4.142065298,-5.97573706508829
,,,,6.51,Canthaxanthin,yarrowia,0.02881,-1.540456742,-3.54703273,-5.11728652927694
,,,,8.15,Canthaxanthin,yarrowia,0.02979,-1.525929497,-3.513582512,-5.06902806618728
,,,,11.1,Canthaxanthin,yarrowia,0.02583,-1.587875594,-3.656218672,-5.27480854631881
,,,,3.73,Canthaxanthin,yarrowia,0.04524,-1.344477404,-3.095773628,-4.46625726044699
,,,,4.8,Canthaxanthin,yarrowia,0.052,-1.283996656,-2.95651156,-4.265344566521
,,,,6.26,Canthaxanthin,yarrowia,0.03518,-1.453704165,-3.34727754,-4.82910070696485
,,,,6.55,Canthaxanthin,yarrowia,0.03931,-1.405496956,-3.23627634,-4.66895982601272
,,,,42.2,Canthaxanthin,yarrowia,0.02244,-1.648977147,-3.796910198,-5.47778351382802
,,,,2.5,Canthaxanthin,yarrowia,0.00089,-3.050609993,-7.024289095,-10.1339070434704
,,,,7.94,Canthaxanthin,yarrowia,0.00714,-2.146301788,-4.942042503,-7.12986021040771
,,,,76,Canthaxanthin,yarrowia,0.0073,-2.13667714,-4.919880931,-7.09788782066943
,,,,19.75,Canthaxanthin,yarrowia,0.0074,-2.13076828,-4.906275279,-7.0782590139205
,,,,9.63,Canthaxanthin,yarrowia,0.0071,-2.148741651,-4.947660495,-7.13796526004477
,,,,76,Canthaxanthin,yarrowia,0.0351,-1.454692884,-3.349554149,-4.83238515924489
,,,,3.28,Canthaxanthin,yarrowia,0.00327,-2.485452247,-5.722965294,-8.25649364893873
,,,,0.6,Canthaxanthin,yarrowia,0.04811,-1.317764643,-3.034265223,-4.37751939035459
,,,,0.46,Canthaxanthin,yarrowia,0.04212,-1.375511637,-3.167232592,-4.5693507534111
,,,,108.5,Canthaxanthin,yarrowia,0.0042,-2.37675071,-5.472670754,-7.89539495677069
,,,,72.3,Canthaxanthin,yarrowia,0.03765,-1.424235019,-3.279422325,-4.73120632487752
,,,,104.3,Canthaxanthin,yarrowia,0.01631,-1.787546039,-4.115976862,-5.93809940772493
,,,,103,Canthaxanthin,yarrowia,0.04955,-1.304956341,-3.004773018,-4.33497113236296
,,,,102.7,Canthaxanthin,yarrowia,0.00261,-2.583359493,-5.948405058,-8.58173447786693
,,,,23.73,Canthaxanthin,yarrowia,0.05104,-1.292089334,-2.97514564,-4.29222786067194
,,,,121.8,Canthaxanthin,yarrowia,0.01493,-1.825940192,-4.204382667,-6.06564202430227
,,,,154.3,Canthaxanthin,yarrowia,0.03563,-1.448184178,-3.334567299,-4.81076370630351
,,,,10.46,Canthaxanthin,yarrowia,0.06017,-1.220619989,-2.81058139,-4.05481183300696
,,,,8.49,Canthaxanthin,yarrowia,0.02791,-1.554240164,-3.578770231,-5.16307406537075
,,,,6.68,Canthaxanthin,yarrowia,0.03565,-1.447940466,-3.334006132,-4.80995411310556
,,,,25.75,Canthaxanthin,yarrowia,0.01536,-1.813608784,-4.175988551,-6.02467797371566
,,,,19.1,Canthaxanthin,yarrowia,0.01088,-1.963371105,-4.520829038,-6.52217763318647
,,,,0.0825,Canthaxanthin,yarrowia,0.00776,-2.110138279,-4.858772945,-7.00972763224969
,,,,0.0936,Canthaxanthin,yarrowia,0.01142,-1.942333896,-4.472389075,-6.45229353907397
,,,,0.1145,Canthaxanthin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,36.28,Canthaxanthin,yarrowia,0.01473,-1.831797253,-4.217869049,-6.08509875940096
,,,,22.9,Canthaxanthin,yarrowia,0.0118,-1.928117993,-4.439655748,-6.40506933018761
,,,,20.9,Canthaxanthin,yarrowia,0.01561,-1.806597097,-4.159843544,-6.0013856524589
,,,,79.1,Canthaxanthin,yarrowia,0.00061,-3.214670165,-7.402051601,-10.6789031368739
,,,,18.6,Canthaxanthin,yarrowia,0.01225,-1.911863911,-4.402229342,-6.35107444054688
,,,,18.8,Canthaxanthin,yarrowia,0.00474,-2.324221658,-5.351718143,-7.72089722553855
,,,,15.4,Canthaxanthin,yarrowia,0.02153,-1.66695597,-3.838307968,-5.53750787026958
,,,,15.1,Canthaxanthin,yarrowia,0.00491,-2.308918508,-5.316481337,-7.67006126012212
,,,,22.9,Canthaxanthin,yarrowia,0.0085,-2.070581074,-4.767689115,-6.87832144341175
,,,,20.8,Canthaxanthin,yarrowia,0.00056,-3.251811973,-7.487573774,-10.8022855523792
,,,,69.4,Canthaxanthin,yarrowia,0.00576,-2.239577517,-5.156817804,-7.4397154729945
,,,,48,Canthaxanthin,yarrowia,0.00319,-2.496209317,-5.747734362,-8.29222786067194
,,,,79.1,Canthaxanthin,yarrowia,0.00882,-2.054531415,-4.730733409,-6.82500562887929
,,,,69.4,Canthaxanthin,yarrowia,0.00047,-3.327902142,-7.662777863,-11.0550516227592
,,,,99.1,Canthaxanthin,yarrowia,0.00077,-3.113509275,-7.169120043,-10.3428539337419
,,,,56,Canthaxanthin,yarrowia,0.00048,-3.318758763,-7.641724454,-11.0246779737157
